URL,PRICE
https://www.amazon.com/dp/B0BTJ1L124,77.98
https://www.amazon.com/dp/B0BVJHCRZZ,49.98
https://www.amazon.com/dp/B0BY7XPCFS,34.98
https://www.amazon.com/dp/B0BT4MNJ63,29.98
https://www.amazon.com/dp/B0BVW4PQXJ,24.98
https://www.amazon.com/dp/B0BXPTFRKH,54.98
https://www.amazon.com/dp/B08YRK2DM8,12.99
https://www.amazon.com/dp/B0BTM4Y1PV,29.98
https://www.amazon.com/dp/B0BTQ33TBS,36.98
https://www.amazon.com/dp/B0BVPPQMY2,86.98
https://www.amazon.com/dp/B0BSLNS6YM,70.98
https://www.amazon.com/dp/B0BX4HVDX7,29.98
https://www.amazon.com/dp/B0BVHYWG9S,97.98
https://www.amazon.com/dp/B0BVKGQ9LY,42.98
https://www.amazon.com/dp/B0BW3VPY4S,69.98
https://www.amazon.com/dp/B0BVFWHG5C,34.98
https://www.amazon.com/dp/B0BT22VX77,94.98
https://www.amazon.com/dp/B0BSG316SY,48.98
https://www.amazon.com/dp/B0BXHF5VYG,27.98
https://www.amazon.com/dp/B0BWXLZ6GF,47.98
https://www.amazon.com/dp/B0C14SQT1V,67.98
https://www.amazon.com/dp/B0BVL54WX1,24.98
https://www.amazon.com/dp/B0BSG2GF35,89.98
https://www.amazon.com/dp/B0BLVK2CD8,39.98
https://www.amazon.com/dp/B001C1QY4M,86.00
https://www.amazon.com/dp/B0BTPKMD6Y,12.98
https://www.amazon.com/dp/B0BM7K8LYQ,23.98
https://www.amazon.com/dp/B0BXFK4PXJ,59.98
https://www.amazon.com/dp/B0BSCH4TV2,57.98
https://www.amazon.com/dp/B0BTM4CW9R,47.98
https://www.amazon.com/dp/B0BT1JVBRW,129.98
https://www.amazon.com/dp/B0BXSJXZC4,54.98
https://www.amazon.com/dp/B0BVWPKZC9,49.98
https://www.amazon.com/dp/B0BSXM4MSS,189.98
https://www.amazon.com/dp/B0BSV7L912,27.98
https://www.amazon.com/dp/B0BVQX4PDN,19.98
https://www.amazon.com/dp/B0BVJ2QL35,22.98
https://www.amazon.com/dp/B0BTW6SYC8,129.98
https://www.amazon.com/dp/B0BS9LQ8FQ,59.98
https://www.amazon.com/dp/B0BWLY3YBR,84.98
https://www.amazon.com/dp/B0BWFSJWP6,49.98
https://www.amazon.com/dp/B0BTDVBLSL,74.98
https://www.amazon.com/dp/B08X7KS74X,7.95
https://www.amazon.com/dp/B09WG4PK8T,15.99
https://www.amazon.com/dp/B0BT8FHWJV,119.98
https://www.amazon.com/dp/B0BX6PTFV5,27.98
https://www.amazon.com/dp/B08YRMVQ7D,12.99
https://www.amazon.com/dp/B0BTTF4644,49.98
